"group1","group2","weight"
"Nashville Java Users' Group","Code for Nashville",7
"Nashville Java Users' Group","All Things Angular",6
"Nashville Java Users' Group","Agile Nashville User Group",6
"Nashville Java Users' Group","NashMicro - The Nashville Microcontroller Makers Group",3
"Nashville Java Users' Group","Nash |> Elixir",1
"Nashville Java Users' Group","Nashville Chess and Chat Meetup",1
"Nashville Java Users' Group","Nashville Mobile Developers",15
"Nashville Java Users' Group","Nashville Machine Learning Meetup",1
"Nashville Java Users' Group","Franklin Developer Lunch & Learn",10
"Nashville Java Users' Group","Nashville Electronic Music & Synthesizer Meetup",1
"Nashville Java Users' Group","Nashville Amazon Web Services User Group",2
"Nashville Java Users' Group","NashJS",12
"Nashville Java Users' Group","Nashville Music Programmers",1
"Code for Nashville","The Middle TN Alternative Health Meetup Group",1
"Code for Nashville","WordPress Nashville",13
"Code for Nashville","Nashville Shambhala Meditation Group",1
"Code for Nashville","Savvy Coders - Nashville",4
"Code for Nashville","Let's Talk Franklin Toastmasters Club",1
"Code for Nashville","Eat Love Nash",1
"Code for Nashville","Nashville .NET User Group",34
"Code for Nashville","Fun Happenings Social Group-Nashvilles Most Fun Social Group",1
"Code for Nashville","Intellectual Society of Greater Nashville",2
"Code for Nashville","Paddle Adventures Unlimited",1
"Code for Nashville","Nashville Artificial Intelligence Society",1
"Code for Nashville","Franklin Small Business Digital Media Marketing Meetup",1
"Code for Nashville","Free & Cheap Events",1
"Code for Nashville","ONA Nashville",2
"Code for Nashville","Nashville English Language Learning Meetup",1
"Code for Nashville","Nash |> Elixir",14
"Code for Nashville","Transition Nashville",1
"Code for Nashville","Nashville Amazon Sellers",1
"Code for Nashville","Nashville Mobile Developers",27
"Code for Nashville","Nashville Game Developers",6
"Code for Nashville","Nashville Machine Learning Meetup",5
"Code for Nashville","Design Thinking Nashville",6
"Code for Nashville","Stepping Out Social Dance Meetup",1
"Code for Nashville","Nashville Network After Work - Business Networking Events",1
"Code for Nashville","Nashville Music-Technology Group",1
"Code for Nashville","Nashville Docker Meetup",4
"Code for Nashville","Nashville Mobile .NET Developers",9
"Code for Nashville","Nashville API Developers",8
"Code for Nashville","What the Pho!",1
"Code for Nashville","Williamson County Democratic Party Events",1
"Code for Nashville","All Things Angular",9
"Code for Nashville","Ethereum Nashville",1
"Code for Nashville","Agile Nashville User Group",6
"Code for Nashville","NashMicro - The Nashville Microcontroller Makers Group",11
"Code for Nashville","Franklin Developer Lunch & Learn",10
"Code for Nashville","Nashville Electronic Music & Synthesizer Meetup",2
"Code for Nashville","Nashville Amazon Web Services User Group",4
"Code for Nashville","Couples New 2 Nashville & Know (almost) NoOne.  Ages 40 & Up",1
"Code for Nashville","Nashville Longevity Communities",1
"Code for Nashville","NashJS",75
"Code for Nashville","The Greater Nashville RPG and Board Gamers Group",1
"Code for Nashville","Nashville Music Programmers",7
"Williamson County Democratic Party Events","Nashville Spirituality Meetup",1
"Williamson County Democratic Party Events","Transition Nashville",1
"Williamson County Democratic Party Events","Franklin Books and Discussion Meetup",1
"Williamson County Democratic Party Events","The Joy of Dining Out with Friends Meetup",1
"Williamson County Democratic Party Events","Movie Lovers:  New, Classic, and Foreign Films Meetup",1
"Nashville Faith & Skepticism Meetup","Stepping Out Social Dance Meetup",1
"Nashville Faith & Skepticism Meetup","WordPress Nashville",1
"Nashville Faith & Skepticism Meetup","Eat Love Nash",1
"Nashville Faith & Skepticism Meetup","Enneagram Nashville",1
"Nashville Faith & Skepticism Meetup","Intellectual Society of Greater Nashville",3
"Nashville Faith & Skepticism Meetup","Agile Nashville User Group",1
"Nashville Faith & Skepticism Meetup","Transition Nashville",1
"Nashville Faith & Skepticism Meetup","Design Thinking Nashville",1
"Nashville Faith & Skepticism Meetup","Nashville Christian Universalists",2
"Nashville Faith & Skepticism Meetup","NashJS",1
"James K. Polk Toastmasters","Nashville PowerShell User Group (NashPUG)",1
"James K. Polk Toastmasters","Let's Talk Franklin Toastmasters Club",1
"James K. Polk Toastmasters","Tennessee Real Estate Investors Meetup",1
"Middle Tennessee WarGamers","The Greater Nashville RPG and Board Gamers Group",1
"The Nashville Big Red Machine","What the Pho!",1
"The Nashville Big Red Machine","The Joy of Dining Out with Friends Meetup",1
"The Nashville Big Red Machine","Nashville Ladies Volunteering and Having Fun",1
"The Nashville Big Red Machine","Beer and Bible Nashville",1
"The Nashville Big Red Machine","Nashville Purely Social and Super-Awesome Social Group",2
"Nashville PowerShell User Group (NashPUG)","Tennessee Real Estate Investors Meetup",1
"Nashville PowerShell User Group (NashPUG)","Nashville Mobile .NET Developers",3
"Nashville PowerShell User Group (NashPUG)","Nashville API Developers",1
"Nashville PowerShell User Group (NashPUG)","Nashville .NET User Group",4
"Nashville PowerShell User Group (NashPUG)","Nashville Artificial Intelligence Society",1
"Nashville PowerShell User Group (NashPUG)","All Things Angular",1
"Nashville PowerShell User Group (NashPUG)","NashMicro - The Nashville Microcontroller Makers Group",2
"Nashville PowerShell User Group (NashPUG)","Nashville Machine Learning Meetup",1
"Nashville PowerShell User Group (NashPUG)","Franklin Developer Lunch & Learn",1
"Nashville PowerShell User Group (NashPUG)","Nashville Amazon Web Services User Group",1
"Nashville PowerShell User Group (NashPUG)","NashJS",1
"All Things Angular","The Middle TN Alternative Health Meetup Group",1
"All Things Angular","WordPress Nashville",3
"All Things Angular","Eat Love Nash",1
"All Things Angular","Nashville .NET User Group",22
"All Things Angular","Nashville Artificial Intelligence Society",1
"All Things Angular","Nash |> Elixir",3
"All Things Angular","Nashville Mobile Developers",11
"All Things Angular","Design Thinking Nashville",1
"All Things Angular","Nashville Machine Learning Meetup",1
"All Things Angular","Nashville Docker Meetup",1
"All Things Angular","Nashville Mobile .NET Developers",2
"All Things Angular","Nashville Kubernetes Meetup",1
"All Things Angular","Nashville API Developers",2
"All Things Angular","Ethereum Nashville",1
"All Things Angular","NashMicro - The Nashville Microcontroller Makers Group",4
"All Things Angular","Agile Nashville User Group",1
"All Things Angular","Franklin Developer Lunch & Learn",7
"All Things Angular","NashJS",36
"All Things Angular","Nashville Music Programmers",4
"Nashville Science & Religion Meetup","Drink-n-Draw",1
"GREEN Investment Club, Nashville","New Investors & Real Estate Investors of Williamson County",1
"GREEN Investment Club, Nashville","Let's Talk Franklin Toastmasters Club",2
"GREEN Investment Club, Nashville","Tennessee Real Estate Investors Meetup",2
"Nashville Ladies Volunteering and Having Fun","Middle Tennessee Hiking Meetup",1
"Nashville Ladies Volunteering and Having Fun","Stepping Out Social Dance Meetup",4
"Nashville Ladies Volunteering and Having Fun","Eat Love Nash",4
"Nashville Ladies Volunteering and Having Fun","The Joy of Dining Out with Friends Meetup",3
"Nashville Ladies Volunteering and Having Fun","Fun Happenings Social Group-Nashvilles Most Fun Social Group",1
"Nashville Ladies Volunteering and Having Fun","What the Pho!",4
"Nashville Ladies Volunteering and Having Fun","Beer and Bible Nashville",1
"Nashville Ladies Volunteering and Having Fun","Drink-n-Draw",1
"Nashville Ladies Volunteering and Having Fun","Couples New 2 Nashville & Know (almost) NoOne.  Ages 40 & Up",2
"Nashville Ladies Volunteering and Having Fun","Music City Young Professionals",1
"Nashville Ladies Volunteering and Having Fun","Movie Lovers:  New, Classic, and Foreign Films Meetup",1
"Nashville Ladies Volunteering and Having Fun","Nashville Purely Social and Super-Awesome Social Group",2
"Donelson Networking Group","What the Pho!",2
"Donelson Networking Group","Women's  Business Network",3
"Donelson Networking Group","Greater Nashville Networking Group",1
"Donelson Networking Group","Eat Love Nash",1
"Donelson Networking Group","The Joy of Dining Out with Friends Meetup",1
"Donelson Networking Group","Business Connections Networking Group",1
"Donelson Networking Group","Wellness, Abundance, Purpose",1
"Beer and Bible Nashville","Stepping Out Social Dance Meetup",2
"Beer and Bible Nashville","B'nei Mikra Nashville (Torah Study)",1
"Beer and Bible Nashville","Eat Love Nash",1
"Beer and Bible Nashville","Nashville Network After Work - Business Networking Events",1
"Beer and Bible Nashville","The Joy of Dining Out with Friends Meetup",2
"Beer and Bible Nashville","Nashville .NET User Group",1
"Beer and Bible Nashville","What the Pho!",2
"Beer and Bible Nashville","Agile Nashville User Group",1
"Beer and Bible Nashville","Nash |> Elixir",1
"Beer and Bible Nashville","Thinking Christians Book Club",3
"Beer and Bible Nashville","Board Game Lovers Meetup",2
"Beer and Bible Nashville","Advanced Audio + Applications Exchange (A3E) - Nashville",2
"Beer and Bible Nashville","Movie Lovers:  New, Classic, and Foreign Films Meetup",1
"Beer and Bible Nashville","Nashville Purely Social and Super-Awesome Social Group",1
"The Nashville/Brentwood Cigar Aficionado's Meetup","¡Diablos Que Bailan! (Salsa Nashville)",1
"The Nashville/Brentwood Cigar Aficionado's Meetup","Music City Jazz Fans",1
"Nashville League of Legends Meetup","Nashville Mobile Developers",1
"Bucketlisted : Coveted Travel & Life Experiences","What the Pho!",1
"Bucketlisted : Coveted Travel & Life Experiences","Eat Love Nash",1
"Nashville Farm to Fork","What the Pho!",2
"Nashville Farm to Fork","Eat Love Nash",2
"Thinking Christians Book Club","Nashville Artificial Intelligence Society",1
"Thinking Christians Book Club","What the Pho!",2
"Thinking Christians Book Club","Stepping Out Social Dance Meetup",2
"Thinking Christians Book Club","Nashville Mobile Developers",1
"Thinking Christians Book Club","Nashville Machine Learning Meetup",1
"Thinking Christians Book Club","The Joy of Dining Out with Friends Meetup",2
"Thinking Christians Book Club","Board Game Lovers Meetup",1
"Thinking Christians Book Club","Music City Jazz Fans",1
"Thinking Christians Book Club","Movie Lovers:  New, Classic, and Foreign Films Meetup",2
"Thinking Christians Book Club","Nashville Music Programmers",1
"Music City Young Professionals","Stepping Out Social Dance Meetup",1
"Music City Young Professionals","Greater Nashville Networking Group",1
"Music City Young Professionals","Eat Love Nash",6
"Music City Young Professionals","Let's Talk Franklin Toastmasters Club",1
"Music City Young Professionals","Tennessee Real Estate Investors Meetup",1
"Music City Young Professionals","Nashville Tennis Meetup",1
"Music City Young Professionals","What the Pho!",3
"Music City Young Professionals","Nashville Entrepreneurs Network",2
"Music City Young Professionals","Nashville English Language Learning Meetup",3
"Music City Young Professionals","¡Diablos Que Bailan! (Salsa Nashville)",1
"Music City Young Professionals","Nashville Purely Social and Super-Awesome Social Group",1
"Couples New 2 Nashville & Know (almost) NoOne.  Ages 40 & Up","Women's  Business Network",1
"Couples New 2 Nashville & Know (almost) NoOne.  Ages 40 & Up","Stepping Out Social Dance Meetup",1
"Couples New 2 Nashville & Know (almost) NoOne.  Ages 40 & Up","Eat Love Nash",2
"Couples New 2 Nashville & Know (almost) NoOne.  Ages 40 & Up","Tennessee Real Estate Investors Meetup",1
"Couples New 2 Nashville & Know (almost) NoOne.  Ages 40 & Up","Nashville API Developers",1
"Couples New 2 Nashville & Know (almost) NoOne.  Ages 40 & Up","CityWalks",1
"Couples New 2 Nashville & Know (almost) NoOne.  Ages 40 & Up","NashJS",1
"Couples New 2 Nashville & Know (almost) NoOne.  Ages 40 & Up","Paddle Adventures Unlimited",1
"Nashville Purely Social and Super-Awesome Social Group","Stepping Out Social Dance Meetup",1
"Nashville Purely Social and Super-Awesome Social Group","Eat Love Nash",2
"Nashville Purely Social and Super-Awesome Social Group","Nashville Network After Work - Business Networking Events",1
"Nashville Purely Social and Super-Awesome Social Group","The Joy of Dining Out with Friends Meetup",1
"Nashville Purely Social and Super-Awesome Social Group","Fun Happenings Social Group-Nashvilles Most Fun Social Group",1
"Nashville Purely Social and Super-Awesome Social Group","What the Pho!",2
"Nashville Purely Social and Super-Awesome Social Group","Free & Cheap Events",1
"Nashville Purely Social and Super-Awesome Social Group","Movie Lovers:  New, Classic, and Foreign Films Meetup",2
"Nashville Purely Social and Super-Awesome Social Group","NashJS",1
"NashJS","The Middle TN Alternative Health Meetup Group",1
"NashJS","WordPress Nashville",17
"NashJS","Nashville Shambhala Meditation Group",1
"NashJS","Williamson County Ruby Meetup",1
"NashJS","Savvy Coders - Nashville",6
"NashJS","Eat Love Nash",4
"NashJS","Enneagram Nashville",1
"NashJS","Nashville .NET User Group",64
"NashJS","Nashville Software Automation Professionals",6
"NashJS","Intellectual Society of Greater Nashville",1
"NashJS","Free & Cheap Events",1
"NashJS","Nashville English Language Learning Meetup",1
"NashJS","Nash |> Elixir",24
"NashJS","Nashville Mobile Developers",42
"NashJS","Design Thinking Nashville",9
"NashJS","Nashville Game Developers",8
"NashJS","Nashville Machine Learning Meetup",6
"NashJS","Nashville Vipassana Meditation Meetup",1
"NashJS","Middle Tennessee Hiking Meetup",1
"NashJS","Tennessee Real Estate Investors Meetup",1
"NashJS","Nashville Docker Meetup",3
"NashJS","Nashville Mobile .NET Developers",7
"NashJS","Nashville API Developers",11
"NashJS","Ethereum Nashville",3
"NashJS","NashMicro - The Nashville Microcontroller Makers Group",15
"NashJS","Agile Nashville User Group",7
"NashJS","Nashville ColdFusion User Group",1
"NashJS","Franklin Developer Lunch & Learn",32
"NashJS","Nashville Electronic Music & Synthesizer Meetup",1
"NashJS","Nashville Amazon Web Services User Group",3
"NashJS","Nashville Podcasters",1
"NashJS","The Greater Nashville RPG and Board Gamers Group",1
"NashJS","Nashville Music Programmers",8
"Wellness, Abundance, Purpose","What the Pho!",1
"Wellness, Abundance, Purpose","Women's  Business Network",1
"Wellness, Abundance, Purpose","The Joy of Dining Out with Friends Meetup",1
"Wellness, Abundance, Purpose","Free & Cheap Events",1
"Wellness, Abundance, Purpose","Greater Nashville Networking Group",1
"Wellness Nashville","Spiritual Psychology and Consciousness Group",4
"Wellness Nashville","Women's  Business Network",1
"Wellness Nashville","The Middle TN Alternative Health Meetup Group",5
"Wellness Nashville","WomanSpeak, Nashville Circles",1
"Wellness Nashville","¡Diablos Que Bailan! (Salsa Nashville)",1
